criterion;lifecycle_step;name;category;avg_electricity_consumption;description;location;level;source;tier;unit;value;subscriber;version
EUTROPHICATION_MARINE;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.706;NULL;NULL
EUTROPHICATION_TERRESTRIAL;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;7.28;NULL;NULL
CLIMATE_CHANGE;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;354;NULL;NULL
IONISING_RADIATION;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;2.18;NULL;NULL
OZONE_DEPLETION;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000001;NULL;NULL
PARTICULATE_MATTER;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000926;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.9;NULL;NULL
WATER_USE;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.8;NULL;NULL
RESOURCE_USE;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
RESOURCE_USE_FOSSILS;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
ACIDIFICATION;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_FRESHWATER;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_MARINE;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_TERRESTRIAL;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
CLIMATE_CHANGE;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
IONISING_RADIATION;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
OZONE_DEPLETION;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
PARTICULATE_MATTER;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
WATER_USE;USING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
RESOURCE_USE;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0000487;NULL;NULL
RESOURCE_USE_FOSSILS;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;347;NULL;NULL
ACIDIFICATION;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.525;NULL;NULL
EUTROPHICATION_FRESHWATER;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000605;NULL;NULL
EUTROPHICATION_MARINE;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.472;NULL;NULL
EUTROPHICATION_TERRESTRIAL;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.34;NULL;NULL
CLIMATE_CHANGE;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;35.6;NULL;NULL
IONISING_RADIATION;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;3.06;NULL;NULL
OZONE_DEPLETION;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000338;NULL;NULL
PARTICULATE_MATTER;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0000022;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.128;NULL;NULL
WATER_USE;END_OF_LIFE;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;15600;NULL;NULL
RESOURCE_USE;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.126;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;122000;NULL;NULL
ACIDIFICATION;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;53.4;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0427;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;6.15;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;64.3;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;9190;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;6210;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0038;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000297;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;20.4;NULL;NULL
WATER_USE;MANUFACTURING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;4020;NULL;NULL
RESOURCE_USE;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0000138;NULL;NULL
RESOURCE_USE_FOSSILS;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;4980;NULL;NULL
ACIDIFICATION;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.5;NULL;NULL
EUTROPHICATION_FRESHWATER;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000124;NULL;NULL
EUTROPHICATION_MARINE;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.665;NULL;NULL
EUTROPHICATION_TERRESTRIAL;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;7.28;NULL;NULL
CLIMATE_CHANGE;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;354;NULL;NULL
IONISING_RADIATION;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;2.14;NULL;NULL
OZONE_DEPLETION;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000001;NULL;NULL
PARTICULATE_MATTER;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000926;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.79;NULL;NULL
WATER_USE;TRANSPORTATION;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.8;NULL;NULL
RESOURCE_USE;USING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
RESOURCE_USE_FOSSILS;USING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
ACIDIFICATION;USING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_FRESHWATER;USING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_MARINE;USING;Large Old AI Server (8 × A100 SXM4 40Go);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 8 GPUs Nvidia A100 SXM4 40 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
