criterion;lifecycle_step;name;category;avg_electricity_consumption;description;location;level;source;tier;unit;value;subscriber;version
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;1.05738;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000851552;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.00896069;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.0649514;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000332057;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;10.6736;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.00235429;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000221258;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.0256924;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.00649117;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CN;electricity-mix;NULL;;China;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000006312;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.214014;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000122031;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00190121;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00330565;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000291407;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;2.71273;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000181783;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000000540976;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00199395;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000614095;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CO;electricity-mix;NULL;;Colombia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000004904;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.904053;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000265575;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.00241418;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.00162449;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000151924;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;11.4735;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.000616224;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000000579099;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.00674865;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.00205;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CG;electricity-mix;NULL;;Congo;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000001625;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.0613102;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000174647;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000586592;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.00105696;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000000527255;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.0969636;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000775047;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000000334038;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000847642;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000258907;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CD;electricity-mix;NULL;;Congo The Democratic Republic Of The;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000000951;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.224471;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000863908;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.00227557;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.00104557;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000197129;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;1.05791;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000572226;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000108704;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.000628934;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.000310596;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CR;electricity-mix;NULL;;Costa Rica;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000001569;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.928583;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000949004;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.00280879;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.00061651;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000175649;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;12.5653;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.000703228;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000000319861;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.00770167;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.00234125;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CI;electricity-mix;NULL;;Cote Divoire;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000000817;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.535759;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000153989;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000455381;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.012149;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000328419;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;6.45485;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000424361;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000382281;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00136138;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00130626;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix HR;electricity-mix;NULL;;Croatia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000005544;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;1.28325;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000299542;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.0329449;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.0087461;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000286374;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;16.5378;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.00078931;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000138206;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.00867472;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.00436554;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CU;electricity-mix;NULL;;Cuba;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000011074;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.978041;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000448771;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.00918807;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.00302761;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000769551;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;11.9763;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.000741503;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000173637;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.00812853;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.00254338;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CY;electricity-mix;NULL;;Cyprus;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000008735;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.799077;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000817565;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;8.37957;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;1.045;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000708615;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;11.103;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.000722665;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000196767;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.00462839;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.00223275;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix CZ;electricity-mix;NULL;;Czech Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000029108;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.633534;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000157411;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.00187003;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.0142833;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000104691;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;6.64536;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.000439988;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000383109;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.00187685;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.00122064;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix DK;electricity-mix;NULL;;Denmark;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000394303;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.909252;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000429285;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0202354;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0058379;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000197705;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;11.121;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.000685957;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000007715;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0075307;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.00316202;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix DO;electricity-mix;NULL;;Dominican Republic;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000006417;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.627714;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000127168;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.015548;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.00393563;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000133196;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;8.32126;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.000542785;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000696359;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.00595156;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.00250741;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix EC;electricity-mix;NULL;;Ecuador;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000005869;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.587775;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000033925;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.00574836;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.000266022;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000463868;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;9.35887;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.000616218;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000157497;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix EG;electricity-mix;NULL;;Egypt;0-Base data;Base IMPACTS ®Version 2.01;;;0.00674719;NULL;NULL
